ts,open,high,low,close,volume,amount
2026-06-17 09:30:00,78.32,78.650002,78.32,78.510002,543856,42698135.7218
2026-06-17 09:31:00,78.5,78.620003,78.239998,78.239998,362900,28393295.2248
2026-06-17 09:32:00,78.279999,78.389999,78.230003,78.269997,176600,13822481.4072
2026-06-17 09:33:00,78.209999,78.209999,78.099998,78.099998,292600,22852059.5535
2026-06-17 09:34:00,78.080002,78.099998,78.010002,78.019997,230200,17960203.2272
2026-06-17 09:35:00,78.019997,78.050003,77.949997,77.949997,365000,28451748.8861
2026-06-17 09:36:00,77.949997,78.099998,77.919998,78.010002,297200,23184572.6349
2026-06-17 09:37:00,78.029999,78.050003,77.949997,77.959999,148100,11545875.8644
2026-06-17 09:38:00,77.980003,77.980003,77.900002,77.900002,323100,25169490.493
2026-06-17 09:39:00,77.879997,78.040001,77.879997,78.029999,140800,10986623.8281
2026-06-17 09:40:00,78.040001,78.040001,77.910004,77.989998,136700,10661232.708
2026-06-17 09:41:00,78.0,78.0,77.900002,77.93,103400,8057962.0316
2026-06-17 09:42:00,77.970001,77.980003,77.919998,77.93,69300,5400549.0211
2026-06-17 09:43:00,77.93,77.93,77.849998,77.879997,236000,18379679.3518
2026-06-17 09:44:00,77.879997,77.940002,77.870003,77.900002,80543,6274299.8229
2026-06-17 09:45:00,77.900002,77.900002,77.860001,77.860001,121300,9444418.074
2026-06-17 09:46:00,77.860001,77.889999,77.860001,77.870003,110000,8565700.3021
2026-06-17 09:47:00,77.860001,77.860001,77.769997,77.779999,356893,27759137.1043
2026-06-17 09:48:00,77.779999,77.82,77.699997,77.709999,372707,28963060.6288
2026-06-17 09:49:00,77.739998,77.739998,77.639999,77.639999,252600,19611863.8458
2026-06-17 09:50:00,77.629997,77.629997,77.589996,77.599998,356000,27625599.4568
2026-06-17 09:51:00,77.599998,77.650002,77.589996,77.589996,255986,19861952.8026
2026-06-17 09:52:00,77.589996,77.599998,77.57,77.589996,239107,18552311.2544
2026-06-17 09:53:00,77.589996,77.589996,77.5,77.510002,366507,28407958.3529
2026-06-17 09:54:00,77.510002,77.620003,77.510002,77.589996,132900,10311710.5133
2026-06-17 09:55:00,77.589996,77.599998,77.519997,77.519997,200600,15550511.3266
2026-06-17 09:56:00,77.550003,77.559998,77.519997,77.559998,106100,8229115.741
2026-06-17 09:57:00,77.559998,77.660004,77.559998,77.639999,143400,11133575.9125
2026-06-17 09:58:00,77.650002,77.730003,77.650002,77.699997,117000,9090899.6429
2026-06-17 09:59:00,77.699997,77.699997,77.620003,77.620003,101500,7878430.2788
2026-06-17 10:00:00,77.620003,77.650002,77.610001,77.639999,94300,7321451.9424
2026-06-17 10:01:00,77.639999,77.650002,77.620003,77.639999,77900,6048155.9525
2026-06-17 10:02:00,77.650002,77.660004,77.639999,77.650002,74900,5815985.1143
2026-06-17 10:03:00,77.660004,77.660004,77.629997,77.639999,85843,6664850.4676
2026-06-17 10:04:00,77.629997,77.639999,77.620003,77.629997,61700,4789770.8305
2026-06-17 10:05:00,77.620003,77.629997,77.580002,77.599998,167200,12974719.7449
2026-06-17 10:06:00,77.599998,77.699997,77.599998,77.68,143700,11162616.0439
2026-06-17 10:07:00,77.690002,77.699997,77.68,77.68,78862,6126000.1841
2026-06-17 10:08:00,77.669998,77.709999,77.669998,77.709999,80400,6247883.9264
2026-06-17 10:09:00,77.709999,77.75,77.709999,77.75,60400,4696100.0
2026-06-17 10:10:00,77.739998,77.75,77.699997,77.699997,103200,8018639.6851
2026-06-17 10:11:00,77.699997,77.720001,77.699997,77.699997,66700,5182589.7964
2026-06-17 10:12:00,77.699997,77.709999,77.669998,77.699997,82701,6425867.4476
2026-06-17 10:13:00,77.68,77.75,77.68,77.75,79500,6181125.0
2026-06-17 10:14:00,77.75,77.75,77.730003,77.739998,36400,2829735.9222
2026-06-17 10:15:00,77.739998,77.739998,77.68,77.690002,68300,5306227.1667
2026-06-17 10:16:00,77.669998,77.690002,77.639999,77.650002,67500,5241375.103
2026-06-17 10:17:00,77.629997,77.639999,77.620003,77.639999,52500,4076099.968
2026-06-17 10:18:00,77.629997,77.639999,77.620003,77.639999,70000,5434799.9573
2026-06-17 10:19:00,77.629997,77.639999,77.599998,77.599998,92200,7154719.8593
2026-06-17 10:20:00,77.599998,77.599998,77.559998,77.559998,87200,6763231.7871
2026-06-17 10:21:00,77.559998,77.559998,77.5,77.510002,311900,24175369.6663
2026-06-17 10:22:00,77.510002,77.519997,77.5,77.510002,311000,24105610.6644
2026-06-17 10:23:00,77.519997,77.529999,77.510002,77.519997,99100,7682231.6673
2026-06-17 10:24:00,77.529999,77.550003,77.510002,77.519997,115900,8984567.6109
2026-06-17 10:25:00,77.529999,77.529999,77.5,77.5,110300,8548250.0
2026-06-17 10:26:00,77.510002,77.550003,77.5,77.550003,83600,6483180.2551
2026-06-17 10:27:00,77.529999,77.599998,77.529999,77.589996,68073,5281783.8207
2026-06-17 10:28:00,77.589996,77.589996,77.510002,77.519997,78927,6118420.775
2026-06-17 10:29:00,77.510002,77.510002,77.449997,77.459999,358674,27782887.7116
2026-06-17 10:30:00,77.459999,77.470001,77.449997,77.449997,64600,5003269.8029
2026-06-17 10:31:00,77.459999,77.470001,77.449997,77.459999,78100,6049625.9285
2026-06-17 10:32:00,77.459999,77.459999,77.43,77.449997,126052,9762727.0153
2026-06-17 10:33:00,77.440002,77.510002,77.440002,77.510002,137748,10676847.7743
2026-06-17 10:34:00,77.5,77.519997,77.459999,77.459999,58500,4531409.9464
2026-06-17 10:35:00,77.480003,77.489998,77.470001,77.480003,40500,3137940.136
2026-06-17 10:36:00,77.480003,77.489998,77.459999,77.459999,55700,4314521.949
2026-06-17 10:37:00,77.459999,77.480003,77.459999,77.459999,43500,3369509.9602
